O2 sampling_t_4,Displac. %_t_4,Gas pressure diff._t_5,CO sampling_t_5,Displac. %_t_5,CO sampling_t_4
62.22874888188344,75.77444035272524,2.1790872892396047,247.7006129869626,-33.23696069616747,-447.31775632039074
2.943013872524028,-21.956038965296912,1.3713484391116952,397.0012622135009,6.590260591441487,-114.81795220805105
162.78942271576796,22.162524449087236,0.0034000865929811885,-628.2898986173727,-41.79664939400166,-278.58217328172015
31.20237498559328,-72.32914710625039,1.1072830414201777,-1744.5709970117373,-10.254974364398262,-415.70584709296827
61.09102896783624,-77.43642278345048,0.025286043110590434,-84.54004041283997,9.537999402485399,-339.2170472663354
106.49722055851971,10.114002632186072,3.0639184415550034,1017.7761173364767,-119.07999490244508,338.71671949777436
6.2488084380469715,-32.69215001531579,-0.15962795916891692,-1825.4227281872663,97.34413187999414,30.39950549619749
13.773162971349702,52.14818839590093,-0.41644326192001463,-4649.349761528755,149.49789230523027,-1307.8006332390087
100.22484288697859,58.57843276831052,2.9475335800047295,2489.9405753840224,180.7752371510718,86.46657934890129
35.12357611636296,31.49859921546242,3.298373797470978,-1319.2749488649065,146.39742800778927,370.6113766130297
52.19159387676276,-5.81879511160988,4.783484643101138,-1385.7278208087198,81.74302711191321,-224.90303581388213
93.58073478773986,15.522883298885429,-2.2047808365765658,1923.1669080868046,116.42403759581856,739.2938626756118
131.61351309006102,16.539214547243,3.513231363845623,-1856.6395243607449,-16.38250310242975,-520.4239319460388
40.930197748024895,-96.59620137638063,0.49806464152210705,-1306.7851311446311,-42.77777108105214,-167.29108731286067
115.20115920929533,-1.6796601941471039,1.1753567574675072,1409.0176936293967,9.003814438870716,315.39969120817386
-36.368335759333235,81.82688260646887,0.6048898909469156,-24.450333782077436,-85.875619137189,292.9701232542767
-36.368335759333235,81.82688260646887,0.6048898909469156,-24.450333782077436,-85.875619137189,292.9701232542767
168.3550841477134,-61.08119148001009,2.1007157247484676,-781.8790937949926,64.87262550577071,156.84016995227447
168.30970341149765,-95.01191416108139,1.2988139498951683,-1118.737344507167,-14.82335650473037,-379.22926384296454
105.86103567836302,47.13420088479184,1.7702295068565619,-1010.125058513152,149.12628600713782,135.7208967250258
78.38796302791908,-75.56110350856424,-1.2992547123387796,-1500.7119804981853,-134.86491283854093,79.72635982370576
124.16969815174573,-18.65041915757682,3.0793389919144536,-329.5035694043836,18.514491561450797,-9.333995518124539
46.00500861200981,24.980216407780922,-1.4081395579389153,2221.5038683560065,74.23444609407184,900.9313014951535
-10.408564079432047,-77.10423334974891,3.3981733352397407,1935.1416376334944,2.300938444841428,1157.3620183362443
