Oil fan free_t_4,Oil fan coupled_t_5,Oil fan coupled_t_4
0.0526557009805074,2.610235679152092,0.03999048059383667
0.0517246793775952,2.6355875216506384,0.005171924506090116
0.05331986678515807,2.6055282873199785,0.1282252964877194
0.06274273813272258,2.6583833304042113,0.1467676322970206
0.025911247227608854,2.584240091041473,-0.07730324104923808
0.0476759590797502,2.6559102206789973,0.013380868529958088
0.019142645622732844,2.6104933584015546,-0.06152178080372121
0.05192165331635317,2.5681019992481144,0.02802397141054838
0.08243194454140154,2.567108937183363,0.0013610513493422446
0.059427506254268604,2.5915652427706313,-0.03544850921136346
0.027694197685251495,2.631188778627675,0.08444377568663573
0.009910897699412908,2.580234796541494,0.0022478943260477047
0.015235964580957528,2.63546408464913,0.0035400997420820257
0.08524353619570309,2.613634677979282,0.008961105788447186
0.10256867376106887,2.6618358145985876,0.09687473929281612
0.07654167824637459,2.632126791709196,0.06981052678697489
0.01620916489495538,2.619115288313897,-0.007110215191420369
0.0719274216465717,2.632925560474244,0.06518803665800785
0.04143733239325133,2.618026771801363,0.03496916247397243
0.07984453700748285,2.651503557083944,0.10282820283567276
0.03172297911247959,2.586921602900222,-0.02133559200337418
0.04292702160471658,2.6146879075614318,-0.04351008385978458
0.07749420641637186,2.6288513674928256,-0.019014702876676698
0.04600391057708422,2.625764590333385,0.0711793206661337
0.05743295622164865,2.649508630400948,0.09753171580795632
0.06417218784141857,2.6179156529363863,-0.0007644710531983234
0.07310335938020245,2.6718767984868883,0.1300646034535495
0.07226134440131918,2.65952337909887,0.0809739337417685
0.07177127354400134,2.6562018311368325,0.10021590564775568
0.08274761808063291,2.6422070289487936,0.03589285163517621
0.07672993083840081,2.6414033543005404,-0.04324249292587985
0.09728553473047352,2.6214544660996295,0.06886863873813515
0.05864691971990894,2.627827549199869,0.06127979084806337
0.06891529749881765,2.59232818364238,-0.013860164158095115
0.05883562001406548,2.5862214530136507,-0.0021441952006615557
0.045889998312356135,2.6067084461931933,0.05558122578732614
0.03847800383256883,2.6216080844177343,0.055855807691140236
-0.004488801667123269,2.6436108093535102,0.07406198219034546
0.04554631926090154,2.63371279367057,0.0781278575254793
0.0396746820562866,2.6299117524933346,0.057700806258313884
0.04475959871786421,2.640288594373805,0.08134990859014431
0.034293925331009376,2.6360718523455122,0.1079275095838133
0.07363795128014601,2.580290973901727,0.012983679821643782
0.014684922711571822,2.618388054729225,0.028288637599615144
0.028398455431304065,2.6423286943284015,0.08879695006061084
0.0727219164041266,2.638625572710108,0.02265820777315189
0.07460523130144484,2.5801144867455204,0.01131738944462872
0.011732821573205666,2.6573280931939753,0.06829878393563933
0.05864409762928014,2.624221281056762,0.09083457807388635
0.03320144587330699,2.6047398007158566,-0.008760821365513548
0.08122972066637442,2.6274857739553457,0.05866146237860358
0.08122972066637442,2.6274857739553457,0.05866146237860358
0.05173816104748673,2.5958579260729864,-0.01461379169944862
0.08817440068092239,2.603790597654387,0.03048895288016442
0.022722845715657695,2.6148144571317107,0.052890820242826375
0.01773509304597428,2.6017129530310816,0.05511099588768718
0.07338791221818138,2.6377733703445942,0.10828204296518064
0.06636451569811241,2.5436720423453814,-0.014759948314161588
0.08705012977838791,2.591588031691838,-0.0025051120843993385
0.08653314383083444,2.5909861736033877,0.0075128557396210854
0.12003505638159878,2.588382258144487,-0.013096060390838514
0.060269739890343815,2.6750292253368,0.10626185641840283
0.035101437201569746,2.713720367563249,0.13330376124981758
0.08696906328282863,2.6923218110271327,0.032398174839429236
0.09369656366003022,2.678764615698002,0.10573909356537842
0.017614163576072137,2.640533904628997,0.031147566525922044
-0.00398226247503226,2.620835479163351,0.09612937163776411
0.04922104581933591,2.6643998275178262,0.12807269113249928
0.07824402611423312,2.5207679488941093,-0.04387383445020086
0.07737982289669049,2.669387394662907,0.17091204271432264
0.0690543429508226,2.603993191217008,0.04939835016506307
0.09926077689975744,2.6190299031952184,0.010889349737298801
0.04128200544824335,2.6650675834732525,0.07479672429261193
0.03680270487678544,2.6249910825410883,0.012836462210357676
0.10920886310887125,2.6012264619694214,0.046334262351164744
0.06943299743383599,2.5993788730111587,0.00994882369459206
0.011600503165603588,2.6509376351009246,0.018937712123052168
-0.052066927826369035,2.5758740543074565,0.017263888061874212
-0.04056590087622934,2.642910982355292,0.05632049512736719
0.026411882077490022,2.5792801703422947,-0.06451206846482396
0.08556753847281817,2.6399651678896214,-0.02753699081667796
0.05659111362802537,2.6359838435356515,0.05714854670387329
0.029779619204408976,2.6857095844242647,0.09983974011617691
-0.03782609726665331,2.559938136247573,-0.0019922939208349144
-0.053123833378601104,2.6047880846436144,-0.04113639039923246
0.029620999010552387,2.5400500236014953,-0.011642784271619754
0.04502966266679116,2.6263544722713275,-0.020532627400959083
0.035375591492344934,2.546562938275791,-0.11428148472592897
0.02559425095171749,2.540160031668052,-0.0757742933880965
0.02668292554677121,2.5479949718943824,-0.06129476616310599
0.009217548048905228,2.567220111500217,0.002303174660364407
0.008276271664075265,2.5719898248091684,0.008832831124789274
0.08945379424547036,2.6746095510512236,0.05127237625187785
0.0737644394560428,2.519618293754171,-0.07355533277131038
0.0737644394560428,2.519618293754171,-0.07355533277131038
0.045599460018791636,2.5392734800013574,-0.11557074693256764
0.10780980286523817,2.6524313790828518,0.07180956593136961
0.07503089368086638,2.5640730764248816,-0.0207340745823427
0.05901501408839367,2.6812376886080322,0.0006994697024158211
0.03426198903956571,2.6573013696461203,0.05464049511801332
0.03426198903956571,2.6573013696461203,0.05464049511801332
0.03426198903956571,2.6573013696461203,0.05464049511801332
0.051458231639409116,2.5837472248149056,-0.003963691086297225
0.044953531804531655,2.5554527343858107,0.03408903537414243
0.03868112696800094,2.6631082433396407,0.11314693210798293
0.07691554541503147,2.5824429567561045,0.005535428864024385
0.0934469444534716,2.562856046872192,-0.07804080922566739
0.11784784593408129,2.5744291860253163,-0.028527468543122443
0.0963517898909132,2.561406714786866,-0.04871474795428442
0.05340613315928691,2.6482326642770055,0.05367536795531621
0.05340613315928691,2.6482326642770055,0.05367536795531621
0.09900062395753007,2.6965517096980864,0.10240864898560562
0.0902300594467829,2.6829487929786997,0.15896606668790939
0.11954371791797984,2.6849808592002673,0.17107711740959078
0.12006403568178628,2.68871000650571,0.12160477754818966
0.09265000550553856,2.724639745995992,0.190503898346654
0.07495482457007546,2.66754480020742,0.11433473628599612
0.029254777048812016,2.6256918224674846,0.06250608330336985
0.02283592592134006,2.6251624062505146,-0.009016511284625061
0.009313513423552662,2.6378562806359884,0.00568118622229806
0.09134784578084117,2.5786356430955046,-0.0046000927961601795
0.05396961582680315,2.7025350736456772,0.12725305174860552
0.05869871571115087,2.6279488187805353,0.0647919477710607
0.05869871571115087,2.6279488187805353,0.0647919477710607
0.04017679344660448,2.6585181082446887,0.013110990549349506
0.08498493473373775,2.664513106727578,0.04538060009037971
0.03916105951027206,2.597794642436727,-0.003268684563396587
0.06749869779128143,2.55509722071126,-0.014496952816685227
0.04197812496838278,2.5752221614023267,0.06255943345520647
0.035794804167047,2.671425133426541,0.046543657354583046
0.048232984958896837,2.630073217543713,0.03331035859245327
0.048232984958896837,2.630073217543713,0.03331035859245327
0.08871310892057992,2.6274944402332183,0.01689535686383095
0.0870736171110261,2.652530151042919,0.003462904767568914
0.09293308967169692,2.6565003931850955,-0.018332041020942588
0.09381357864242809,2.599672583308638,0.04860855111113259
0.09643333806197048,2.612326269914062,0.05024284013666879
0.0716655627276716,2.671668839780637,0.06050213464967422
0.06706461625429752,2.6349740604135397,0.038980020256560693
0.0493058245318409,2.6204242889973957,0.051131334402340356
0.04504292243247157,2.6513920584910053,0.07367725641402584
0.10369250227018798,2.6220391685656588,0.042817969032566586
0.10369250227018798,2.6220391685656588,0.042817969032566586
