CO2 sampling_t_2,CO sampling_t_2,Displac. rel._t_2
-33.48603422513505,-32.01133323033929,29214.592886363713
-32.344466037677364,254.34170317030478,-5759.019218857735
-2.582657850660338,-70.79422766998022,-13084.914890870314
45.11060263117986,-135.04642639351974,-2473.274877487678
-76.73010047972201,-226.7675235506286,2262.7175343770086
-74.16097000613748,195.1322533910943,357.17724008336654
-114.31682296756127,240.59270172896163,-11541.217364154929
-19.777066456303473,210.68206869656026,-1978.3753208336566
-28.606666629597285,-258.16218973846424,17896.83438956312
71.38943128665687,-21.78638259066662,-12366.621776458489
-136.31115063759464,235.8593754966993,-8970.529593751398
-50.16104655637871,289.0249234556374,-110.09162090065183
-62.05272374498822,-488.1212919983882,-9445.201937747352
-57.07013276219124,-224.63501045584115,928.5744788376942
-57.07013276219124,-224.63501045584115,928.5744788376942
-49.29875517674967,-100.25587498483368,2185.011511913492
3.3497459707270494,351.27410960753775,-18308.6444483821
69.82744018685759,207.6217568064036,22741.325913876306
-74.16630660561312,31.88157876557065,-4838.536597940907
54.52047272990168,321.7678282974509,18575.960595153632
-95.98139766997087,-170.74531867116994,-24904.644108145112
24.15181710229521,224.30007574703615,136.4974120163024
-11.26881809501647,-148.9131663988719,-18145.532097559604
-11.26881809501647,-148.9131663988719,-18145.532097559604
45.966849663099055,326.9917379296381,-24717.420008440153
79.98259877631568,324.33690803690575,-9149.59914018698
-128.10328921742195,110.73455382165264,17387.98306930103
95.23506367095536,-241.72767190143563,2486.6878325826583
-119.64043018456275,263.70311132486734,20714.90208530347
-7.707317926320911,287.9490022943848,14537.24946740464
4.858962663081686,292.2805220557834,2601.720634658879
-66.55557248158371,-128.14477282302818,-5577.854177283932
81.47924548830036,-181.22943802555838,-17335.072119329234
20.079671854564694,28.22549832771233,17661.91062004524
15.512019115858537,559.9669425189012,10899.678977456508
104.81304693306816,349.6136599889419,23006.294395939112
113.01525668874139,594.5411914454489,13576.751991492649
127.68373721096233,-49.56049880279522,-3967.846104870303
-90.78228706067176,-131.07955438623202,10983.9478821417
-55.80611693778965,260.2596981150538,-1098.0448210625964
17.24955265618532,-146.90536945297512,-4775.180426687024
25.250787103621512,312.3208916033448,16441.203854368538
29.505678282202652,-377.35556187829195,-18594.120687042112
-71.20498688005753,295.62916780124425,46274.95410650469
-27.454899109939902,-292.6772971070841,-36899.61089272058
34.99842747923712,17.100558984976374,8323.611742900837
-62.943538914641195,-142.62483561401356,-12130.287154702442
6.054753558510775,-224.0795206203374,4407.147678340041
-49.31281530327229,100.70441389251633,9574.014506468115
-25.769935136052073,-677.8671117616909,-8863.992071042214
-11.470371397073045,876.8961855408351,-10928.32825702292
56.96425787627617,221.73022652696147,-963.7292297453514
95.60747142052688,336.07578807151805,-13856.792819628297
32.49039413292565,321.7872258160662,-20267.962224323455
44.81389562106275,35.546037554916495,-18610.252009730782
47.74842869908584,44.56713978082342,-1536.5078948841801
86.91379206615912,-258.5454079255339,433.8450661821155
14.550419665085002,619.7358667908231,5329.10743825696
15.183944520907936,-468.4879138061932,4348.57198870866
54.40152479159121,182.74162519984566,8856.232839164131
-83.40456541132276,-72.74131066449692,-16307.012819196221
-110.31124008664439,-100.30381412013159,-26970.662811648755
-39.825462733367246,217.47794261874287,19866.30120434306
-24.64364551058995,280.6950085652509,12350.615942217477
-50.49613161294219,33.36021727845147,-10121.983289230406
69.91054620528965,73.5047545221996,942.4995065027651
97.46777445224028,273.8526124374585,4014.7413451891475
-72.29118879941058,-495.89508638061636,-2509.621848505514
-62.5966057229381,508.0154214003186,-9255.836491320744
92.89433244242522,106.93353445907024,20881.35137660357
-48.70657382636524,191.2326635320509,-16309.984480802545
-67.68547744738588,-82.74344520553751,12190.436318040052
16.889048517880155,158.81534152568156,1878.3394685642925
-57.09731618632918,-130.1429763659605,-10519.48129504924
4.8361989350873,493.50128234740777,7264.607686832482
-104.6869073918713,-116.79833397863484,470.26544520641255
29.43130696133982,9.890031843354649,7346.430982769123
19.354906012650368,492.7326959219389,14332.7639141992
19.354906012650368,492.7326959219389,14332.7639141992
-56.22662004891543,-251.0488377534001,7100.547780624915
17.332395974872092,-155.64901908101513,8683.79618683102
31.517157387082516,-13.586605908616917,12625.969769072823
-68.84697252201467,-30.37189152215882,12952.544848811067
-69.2342720296567,372.10508437478296,4397.358586039914
-136.22049218935354,252.23432144963888,-9408.718477735087
-111.63148815393942,105.14111182505317,1696.0138545552745
-111.63148815393942,105.14111182505317,1696.0138545552745
58.84851471230303,140.15946136674168,-18429.488412799998
-40.27452442622327,66.00030081412694,15461.841328132548
-48.49208667798763,-256.33861928758154,20005.932731555655
-6.9379286513268426,-63.87294579029475,2558.1475859571365
-36.47625062766005,165.12111778555573,-17658.951164068087
-15.649710314391113,-328.3569450162654,-6384.2015552467565
-7.540077053167303,247.82531471196776,-2858.63104261632
-39.518249356173264,214.1451681477643,2482.2532136151094
-155.19718439191587,-48.8164246305484,4352.556555590026
107.99303006141096,223.04282676491,4985.809476721275
183.7093985902276,373.0769141646048,-5194.010617876131
-89.19482164858366,178.7022657847059,18152.539872523754
