Measured speed_t_5,Displac. %_t_5,Gas pressure entry_t_5
70110.35492718895,-87.07244637067534,227054.2981647472
109546.85301269538,-103.63068574438987,-101964.63322991412
169393.48000398875,101.75038191407009,-1251573.2111219878
169393.48000398875,101.75038191407009,-1251573.2111219878
-77739.41808142443,-128.11785009979306,1631418.3639830803
140877.81916506815,129.37413723874818,-1405495.7281103078
180502.8552943156,-56.67497774351736,222747.04379710957
218080.51866584292,16.265497716034673,1028225.9657747187
1609.0631084883935,-16.318545638098392,1231908.6104871414
-119667.88928013992,23.076695944004907,-525060.3887016072
283750.9917539453,30.440878050749937,-561599.9627044392
-256480.81421907325,-20.28529983925219,682139.6222811054
304183.01572100236,20.92226614217826,-577910.6708298072
187710.16555642197,-22.822998290146337,-568184.8561567534
-74630.67839502118,34.72731899381461,649004.0849806175
-195069.68023113048,22.51771375791383,70974.91605863452
-195069.68023113048,22.51771375791383,70974.91605863452
353425.0738307975,5.431499478682426,-609141.1238761198
-385648.8997338282,-69.72595467510604,520083.7164265192
307370.6189864266,28.337459344753924,-1053392.3574938392
384205.18939418416,26.319056737560793,-2073635.717648699
-114906.45375952893,33.30954495636509,672344.5366501771
15176.463318624621,-90.99981637348311,-390699.1671711072
6242.51050845666,112.29572977432228,61692.6972661186
6242.51050845666,112.29572977432228,61692.6972661186
6242.51050845666,112.29572977432228,61692.6972661186
-154780.7312293076,-71.8530294287535,546944.772210436
90894.08003163652,-24.327040327921978,-788826.3184401754
17402.931886047692,43.479235509401235,46251.42410573759
-139894.13370629027,-55.60077210695207,334234.48571184755
-122402.2367434977,43.40978344647859,208084.61216035765
46543.78503674074,-102.23411230803609,-791219.4542281039
395.7012911067577,102.96439928179743,858454.5694198643
371871.27004885883,-96.25973370409591,1663584.7785348608
-316237.74646943714,106.99999914692619,-1078321.9226463572
-381560.7247695645,103.6386288628962,-240531.62790975685
-42565.974447113986,-6.872019752173102,2633161.8583170054
-171922.26777299625,54.124100290382074,-2027737.904202922
-117376.2411124479,104.69294671618769,-531171.5081486539
-139432.7103116996,-61.00522205760697,-1970242.265749487
-117596.95693646162,22.75240003289155,183791.92586300382
-3223.3526895776304,185.56066006062377,-1188844.572923993
262538.2914373682,54.73609589772906,-1055880.1002348468
255401.9149546558,10.435140421973536,-241584.85112342797
-59331.692122553126,150.62296803027814,-127092.95815862296
-194150.52363384794,94.95197903663596,-573721.8695396829
116239.12516278494,-78.82064992284485,215960.82367154653
-265091.6210372676,-5.210884978230212,201360.3597406532
88760.44477926596,-65.5743040101577,713685.386867175
-59526.4777909627,22.914705853259107,-406873.7922784693
140147.00006849758,-129.02103310192868,267179.2468475168
-89417.78847313806,133.40739369771725,309944.6145746899
-141648.774168014,-18.40202983359754,679760.1868758136
89872.47420656917,-110.00197414442442,-196259.56923389598
60590.55984517789,-182.87996394360653,400477.63886414666
-83570.40655908451,52.85372251653408,-21667.36078732612
251407.27587366803,41.85332571678727,-933255.426035642
-198125.88352723425,-46.831850925482016,957603.2320461418
-85021.91704554266,-56.818887030925694,705044.1300824964
-70387.82003097693,50.158978003617136,-196812.4297308147
-70387.82003097693,50.158978003617136,-196812.4297308147
7477.637089158816,28.303576088159403,990007.547698932
-11448.535080504822,139.04370534986305,-1047891.9697980339
125273.35042685365,-147.83421195834012,525593.8749282447
125273.35042685365,-147.83421195834012,525593.8749282447
10652.469203188783,72.75131230135511,-1117515.1643258636
195840.81070084972,77.19453952483995,-940433.0596641594
72328.6995776286,-75.37515340763343,-266855.79143299256
72328.6995776286,-75.37515340763343,-266855.79143299256
47263.752872283745,90.59496309954318,-1466711.884429189
-355435.10958052526,-180.44722423026678,-325685.1295863704
198050.23649120732,65.50897416471778,1463045.6564211862
172838.49901641218,100.15364609815137,2127005.3276508944
19150.592056935042,-2.4629101432150122,-944724.0321134273
-48719.76835206337,-52.718626167650356,708656.7160242165
121455.74704568861,-31.01618684166575,-946188.1299823112
-46739.13269826227,5.632790131892094,584048.6589839156
-46739.13269826227,5.632790131892094,584048.6589839156
157829.53577691963,-33.7136338099463,-26585.896254743915
132904.2177782965,-10.147553154778993,563192.7482617255
-238716.26162497365,-136.51557700257078,64303.218165529426
92318.45187937922,76.55573348299087,205045.94977552514
-6467.048017309033,42.166628025742035,-210579.6845945806
-163565.73948390613,-57.801377173521516,-1001633.3116154798
-44309.86003526265,84.68053085652119,-337095.3712162764
206538.60952150502,-77.49306120608546,-260689.36760648305
-56687.75946721094,6.364960002581142,-458445.59162470244
63412.533965302355,-148.38546395460907,715645.2516068676
145700.58083227067,-252.9783143060855,1487767.2652769454
155448.7002210446,-107.34104968685597,-984859.6906288967
-10875.649079501338,61.463491504591516,563772.6725798314
177063.4414944336,-68.66033254031129,340774.8156867712
224412.2175685693,-97.68088547894227,-738183.3392536214
-22475.618737164303,-11.80341659783133,237519.24438382674
-22475.618737164303,-11.80341659783133,237519.24438382674
-223610.92265119898,-60.80042200474696,-1606094.9978241157
-25471.846033024252,36.748192205639015,2260975.4345606277
76005.97654835996,-9.557131662847425,-2512728.9339545015
172799.7057126628,-72.97678716618402,-706770.7243603563
120667.52811900584,-96.97620484235617,-343571.48835474125
323486.33892299596,-13.970733267885535,-248907.85587082722
146597.30863824894,97.06113727241672,-1093839.5477390708
-80706.04460715127,5.383503841085428,850011.7203885482
-29656.991199962577,-46.56600305151778,-402961.10960014805
17368.054754136814,41.87620966693358,428975.9325612564
-130855.94029940166,-17.013785228517627,1846214.1576428122
-128769.79361686524,-81.94037246206832,-1098095.8132618112
-17470.842903543293,-141.38375712645683,1526346.9208150532
-142283.50028302305,-59.50601141746775,935627.4680650965
-143487.43608830823,-15.826603304766834,1633338.4170517763
-136027.8908456458,106.21937424981452,1972596.9460034224
132174.6644095249,-72.31461792378244,-1838869.914947837
165930.46258373524,-33.58742665636707,708944.6833836704
-330191.7246523257,0.2355586852328564,134817.65602155938
-275356.6800168781,-45.84027718753947,-1155568.498008109
-210690.97352857553,-106.42755259342533,572947.332097217
206772.7826065789,3.468504214840891,-356256.5321450338
-243168.7257406612,16.372314811263664,-158159.3603026017
-19967.658457852143,-126.19931958101654,1248786.5517896847
-102541.39429620373,-133.10899284309573,408855.65053552645
116271.99838026526,9.825264516070888,-751694.8374866073
-53565.00356686022,-35.336732349414305,420736.6304906269
-90551.7134784109,46.49132311646349,-1410342.1050540342
82584.89242841989,42.37275460598173,-1388422.5053980656
426672.640326729,-127.05441863917895,-1168130.4892313317
24164.988039611548,-44.41919022441334,-673768.923997933
150507.3959264342,30.24904341772511,-15019.168089209008
-34480.42245729733,89.91527265425717,-233852.40480538842
20801.988220906933,-86.8289214872896,246331.39606499916
208429.16280869817,105.16590685002073,-1559653.6290423176
-252475.30917120667,-19.64502112358339,1102331.2480335278
-379670.2141306,-87.97582726704056,1053561.3264498033
-117381.19871818268,76.74366233629519,1322184.8822681387
139359.53617471136,-132.74156641506414,-1305226.8253826972
182174.01840319473,113.94710017866834,340057.41385529074
-281485.90678634995,-78.6040874001718,-266807.6804685788
63108.70708318701,-15.237276221590243,-1223995.1738608587
-212649.2918860381,132.19473689222036,622783.2770017097
-187443.07930722763,37.153563662364434,-155688.4331673868
355851.39257319964,-29.929641262264248,-999761.061550854
-378190.1156029578,79.4212135217265,737859.2223940468
-24602.278841796156,-113.67667958671636,444206.30544150283
138012.24018379545,3.326674399425457,-997736.620532111
-10487.934235977038,-4.439694732578785,-679363.1651969545
163769.3184644528,-33.987388386450476,-181465.79172678606
163769.3184644528,-33.987388386450476,-181465.79172678606
-114138.8715125242,80.26599671285716,637196.6561934698
242870.1281562518,-110.20771431758138,-1612138.597610677
99511.14212050289,-64.69884266877139,-983012.4281131888
191467.4041219196,-23.37879940354263,-251514.6373371355
432285.8443449944,-131.5304389350722,-1123945.1196057838
-264632.24218016653,49.64456454319141,99491.31941826083
267241.3186429244,-231.97051100435206,-118575.6040315536
94096.82624517276,-115.74459788147068,518885.93485524156
-89355.44870749337,70.16234104016931,-364472.8097955254
56230.11459560743,40.46616052060567,702006.4045274454
-6137.838853212017,-1.9938616843517138,-435958.0719832734
-121902.12117373172,-61.67795436380149,758993.2964233762
-125779.36520926098,103.45305517090159,-2390482.0109866504
-16194.532985015889,-101.42484034802976,1138363.3991998485
-333443.97344069136,28.09329900573249,1157456.8331297953
11869.614776036993,-29.482807636621374,-64286.68624109961
239256.25388548578,85.37801034024785,-909283.3979830445
-246447.54563662334,-142.62578663262477,899264.1510167916
39288.029675157355,34.83171169729664,457415.21835513413
-307185.07507171424,-65.12263040429323,634021.2935273838
-72259.24847794694,142.71848388412064,-1637988.790843714
-114114.27114508106,-82.28102864361773,2408760.145038643
-213925.64970614985,-54.33285607784457,1929488.0559163422
58728.7637832272,112.16580650777264,-1084455.0518487934
