Measured speed_t_2,Tº motor coupled_t_2,Ref. speed_t_4,Tº motor free_t_2
-49128.48622209723,5.863894369601858,-61401.420338319615,-99.96610599285951
-145571.58775965642,0.9543825763452832,-203504.08759448567,-309.84223700570703
-136728.73855258734,3.2384387509547583,-134121.92275385684,-232.513035276794
56901.31964990271,23.357807550266045,-74336.09864203216,15.712689338960196
68049.60707491921,23.856912503445553,-77423.72668368705,12.68627536595015
-557691.1250811372,13.096707767188601,8361.299165788389,-522.7573102174599
237698.53637735,16.25128339782976,-129453.00710147986,136.54344859704895
255020.08649027132,15.793521009583241,-162761.09957004653,118.01356830424277
-247794.2989913936,-2.0214961776148406,153039.37480363567,-120.54576005026122
-110575.89063870905,22.568656409362518,-261014.33250688715,-314.6914054118278
-133118.65178460858,4.551935388980768,-33706.67807671272,-147.13118638393803
-6508.727313099956,19.37040949547216,-52729.03816260198,-40.3983663931181
-133963.02379331423,24.772394002945045,71458.96913243814,-46.75846602542456
144983.69280689533,15.453201584189769,-150042.92038067337,31.64358451713957
164850.65009170113,6.279505028520683,244113.11499351435,363.9212325791933
27303.475539460138,12.685800482761719,226524.69506968334,218.03255412135724
50068.515849347285,14.197235647874807,242483.9700635845,252.8717368016266
37776.01467885148,14.142066966153983,240352.10495697852,259.79468868711183
195229.46929015647,12.805637859596603,-153810.95714825497,82.16734061594525
51581.68022511503,-3.2199011607231993,-69727.46327711719,-7.369043496205785
-68315.55314731094,-8.409449495049472,-153928.61999690442,-198.87203941287052
-241577.5684986089,-10.458458641019629,-86177.26397211263,-301.3969741479413
-4275.812403267606,16.09264376018188,81519.67776197453,88.24177479813184
-36738.591769118706,4.014930995987663,-121708.61520444462,-124.2866701830536
33095.85537929126,9.888435507221603,-141200.56182104163,-83.31424395795963
-26994.601354259772,8.887156233239931,-110578.747780696,-116.50319518526426
-134999.99450060946,13.541018129963563,-104926.18547834194,-203.4390270207954
-852.7754717890257,15.001546126585342,-38760.747039964095,-28.971891578658877
-162443.72930248652,-1.4079375199512343,-108277.49931964962,-260.6448992231381
-269496.4221024801,-0.5231620248501936,-77997.49959015015,-327.01451293376044
-105892.52262915099,10.426920922473789,-34605.25082885384,-127.81362488070319
-116767.45951449784,14.125928094520821,-34053.273376313584,-130.25358225346073
184997.60981295822,14.171396737040723,83708.64354268501,266.8259824166082
5885.610807995558,17.788671442097208,-93632.37766896354,-49.34454550141982
24292.40338194368,8.438490958502362,73793.49676425035,96.76354053640988
56691.92508907394,20.913279427202212,-40783.918058076764,37.07125433021713
136918.31766138147,4.789438621683761,-114844.71252802596,38.136425889085345
-92186.5359350794,13.703575036394511,33653.314965642356,-54.81561555732217
-47228.845849041725,15.250615135355991,-81708.92642688607,-106.58408461941642
60097.31028427491,19.753595229002162,13861.520951055601,79.50426032159433
-40224.43540850707,23.4760867074486,-77824.99472468675,-94.67113073809521
-42397.71663823734,25.25946016764178,-100075.837309012,-101.93885194213154
146918.22477786575,12.281996315702228,139326.6014397708,265.24414729766954
141155.68284264556,11.014382031047596,153999.23693546257,264.3203029889765
14291.214992710953,9.980405669507716,-145189.13943634342,-97.48324371757985
93145.31140807812,14.12405157148019,-144866.7876991159,-18.857245701977927
22912.298194300492,10.704934951668935,172877.01708359923,173.2059627784751
84744.87673199823,-2.2279624547072525,-146486.96278025958,-40.76794766350218
-162402.59744331986,15.68165691264447,66467.94933497961,-88.16037276494487
217337.35620407306,-1.9005047258222252,-11679.535675558034,188.49354179337493
205204.09992291735,15.902575415246904,-6929.980291369227,208.33633869536055
-143843.9851789092,2.2892020494026295,-34581.20733955606,-167.0833522367231
-130442.48196048189,8.585130222183748,20173.777447748576,-98.80971330342742
27615.166582540252,11.042896658188097,127134.31936681873,143.86087600100285
156281.9774040901,29.07307781676732,151738.4838064598,307.83368080464805
186991.40068551598,26.163960523608022,176380.25450054836,338.4541649070685
254768.1711915053,26.168018047882697,14984.358516702889,292.57676630573326
237801.86480982252,29.313240177878484,-3342.2189410550322,262.9933258031102
175942.00656350516,11.784061615183473,43557.53991375942,214.43582371710826
14330.60618640043,9.471514498528968,80629.69750159135,87.99268606514349
12745.10061605026,9.282903168196547,217504.2669384627,202.00028774071473
-213138.6668064822,3.912485834113896,24890.828112166037,-183.40670414184572
-213138.6668064822,3.912485834113896,24890.828112166037,-183.40670414184572
-223063.04360039099,1.6205461270536827,18641.16113216118,-193.35697882919885
30511.262340474485,22.631937304989133,-56645.336054196734,3.2622782082607853
-228195.88287582828,16.817777706843568,-62708.198716429244,-254.73959058198335
-113544.39943754113,-6.425103544538877,-98687.50590824382,-201.4187929309915
-359276.52965386404,22.01712106775096,95381.66428225925,-248.7643627895444
-21483.73441355703,24.24507718152668,18200.214493712618,11.754503936406362
-68914.04596533184,18.098178837743138,7478.843140987645,-45.53284201424853
-26407.048998625836,9.405557054751982,34774.65060081388,13.8839048602399
290845.0592122717,2.9664711834103774,31773.199000582073,311.71129990932945
133055.63014729545,22.026642775018953,28229.68895214792,174.677809770616
