Oil fan free_t_0,Oil fan coupled_t_0,Oil motor coupled_t_1,Oil motor coupled_t_5,Oil motor coupled_t_0
-0.0886324316081624,0.04287279153381983,-0.0006694288051292308,1.1176435112839564,0.017537515064498885
0.2278510848223147,0.06725541604466244,-0.0023490307409835195,1.1207802175631931,0.005840332493616243
-0.07972439036262771,-0.007516570888456517,0.0020541721082212184,1.1184099881504066,0.009902201134195135
0.10601346813826694,0.004995552526107033,-0.005755252252447664,1.1165560091199567,-0.003879284018205886
0.04931826599319699,0.08346700211138591,-0.011650736037142482,1.1140735967046071,-0.012272159857767998
0.10410489067273658,-0.03683040252835818,-0.00010489819443307118,1.123113341205897,0.007527222228107842
0.022065930656838748,-0.08786551195723122,0.0009334385022458037,1.1223854325894465,0.004677418035287595
0.043689778832794644,0.02320009512846727,0.0029305277395458183,1.1212829002947693,0.01006682001151211
-0.018006744465666934,0.08060120375319181,-0.0019992793207428156,1.121521629060863,-0.0005890213358527956
0.12557615346109752,0.06181800371267895,-0.008132794110318683,1.1204990659594793,0.0016576237414258005
0.024875635098092916,0.0009275126580210757,-0.002688767491821006,1.1137725595723125,0.004627593730749143
0.15736110861852576,0.047195296342293296,-0.0031584511753910195,1.1145898588639458,-0.0032339868672205665
0.11424040766531858,0.11458248001771187,-0.013568908173071534,1.1225368848713804,-0.01118314287008937
0.04619218257912595,0.08518735498073624,-0.012654330423804705,1.1233581194243696,-0.018862807807218815
0.026097312756513398,-0.040247751869763614,0.002867843624874011,1.118071987431616,0.011573453815319195
0.13013183365043246,-0.0035561714384931137,-0.013633185248501939,1.1195098451604002,-0.019114347444885455
0.02360161980078699,0.04522244063212674,-0.013850341148241078,1.1195519525276052,-0.012600039373957183
0.08803134185501627,0.048682111904071707,-0.004278261533655925,1.1205828613416036,0.0031572797757960357
0.12194556195400778,0.060920427148492474,-0.002427089345042497,1.1197867777792245,-0.003995691126210629
0.16454531866254946,0.06663646020512431,-0.007755679499047088,1.1179887474062238,-0.002328892870894983
0.10916719483157306,0.061517469613318686,-0.005696949766823353,1.1186568951874183,-0.00775370840462925
0.04651016299981181,0.063885694367187,-0.0012271253145304493,1.120558591706654,-2.29807781001257e-05
0.058258052113708034,0.031227960356090198,-0.009448358418497926,1.1164213959867082,-0.013670518853292764
0.16571541080867314,0.09623007958261981,-0.014796877231892304,1.119299577633983,-0.0068813424027063105
-0.04190551758848766,-0.002097057548791706,-0.005395950630314958,1.1167366597122506,0.006526628864090963
0.02803108404529748,0.03031274317278977,0.001086023038114864,1.1165237666143384,0.002144818732928714
0.09721561077449244,0.060337993949829714,-0.007768081790878451,1.1234176616700464,-0.00252316721226968
0.06559722184643779,-0.049009092215412595,-0.011570477037350653,1.1076771821605322,-0.015548460693146679
0.07447298647949482,0.06498845042826679,-0.012441089259304285,1.1315785747993388,-0.010444132932320301
0.13797472552326262,0.06439342874948192,0.0017619447783954656,1.1242070628423058,0.0038286697446101416
-0.013684187089044418,0.08558625646831261,-0.005998616450489656,1.111411036671453,-0.0033803699260531225
0.06137709241395723,0.10287840209662685,-0.008319221836984185,1.113529537483098,0.004227704917111067
-0.041317916491171836,0.00407675320154003,-0.0024913301109058547,1.1239819907643014,-0.0005244426824808626
0.017122384904399275,0.16590185777213093,-0.001772000883782073,1.1186498465974177,0.0027385398524330507
-0.004976975064193853,0.07301240256378708,-0.003298454237842534,1.114505921248372,-0.0014473106478975171
0.007850492190347846,0.042582034709885426,-0.0023596593016614415,1.1207725212371729,0.0020143831803743763
-0.03846386194271122,-0.017397061593774236,-0.007622216624741009,1.1110551969966587,-0.007110232574725794
0.05690527062785841,-0.013869355011728673,-0.003002015508073889,1.1126257520352718,0.0010142273228714517
0.03199152506809649,0.017076537496836703,-0.0017869999072357892,1.1153953591597245,0.0015935487275586385
0.11258480906538267,0.05704443286020695,-0.002067446525463465,1.1151811462942671,0.0050880483690714014
0.007507329686964077,0.03569054419563148,-0.010826156834782448,1.1240517210778052,-0.008719666906426535
0.11627404250347462,0.06374552601825179,-0.015427566516772928,1.1210640519015962,-0.021291116749849914
0.12036579091095978,0.045594908949852034,-0.008686989853112701,1.1257955245750895,-0.005105553859470322
-0.0746141779397782,-0.004393324482184102,-0.0032787681763192925,1.1157355100963509,0.0012856538093142592
0.16922310851807676,-0.007932635822655923,-0.0067756635083259424,1.1206086870744423,-0.006901270099528097
0.11202410884711675,-0.11961693560646208,-0.004302464746377244,1.1167497648885587,0.006237449759216661
0.014265415326677876,0.2129895065692229,-0.009934975145391265,1.120508482088221,-0.002385097228132238
-0.023477115864581694,0.19041459746253944,-0.00793412811505934,1.1212499930049282,-0.00028884500710424886
0.044524207756354114,0.06010341530044282,-0.0032303725732396923,1.1156838695509652,-0.00589949695997837
0.043043502752160186,0.024013966156082166,-0.0035169749319155586,1.1221775379910217,0.0014168005063905737
0.08788918603278294,0.10369907633334521,0.0004667128320366936,1.11728796240797,-0.001750797301610118
0.05103524748504874,-0.07129599568809818,-0.008523077614672714,1.1175837771718449,-0.00989462313453413
0.05103524748504874,-0.07129599568809818,-0.008523077614672714,1.1175837771718449,-0.00989462313453413
0.024661245520511903,0.13991164026967712,-0.0003857991625257377,1.1126210238770948,-0.0006581314629100655
0.0846784887957951,-0.04227190342069814,-0.002408835781742644,1.124519462995485,-0.004124079168215174
0.13302404953766564,0.02579599476805088,-0.01149098807578764,1.1278180037339456,-0.00809314822567863
0.03473460071541667,0.06600979997946241,-0.007312569150555808,1.1269025005514666,-0.010774432483474365
-0.01142935332857331,0.04847062216402018,-0.0020467578991331652,1.1196635114043092,0.004938086820998277
-0.04753353731350857,0.07491654544004712,-0.0006817096715740446,1.1111111737473363,0.005843049430262179
0.15286652197605144,0.019564253853445242,-0.012260440938345744,1.1286619712333024,-0.012805757331309968
0.09550511942241813,0.037272263798982214,-0.007020903025845301,1.1210349865306415,-0.007421154169498984
0.09426727378626032,0.029665606489822104,-0.003016906488424266,1.1227150480140113,-0.0003283779667221315
-0.027664205526414735,0.09392494785121165,-0.008142095279068468,1.1147937761129016,-0.0034681578415287867
0.15483097790807074,0.040568437634209885,-0.004774597807440906,1.11699287864516,-0.0011323509931894233
0.09263124616940055,-0.029223415870645107,-0.003727811195851293,1.1175191345490054,-0.0031069731380123037
0.037243393400578195,0.1240263508192971,-0.006456194912069633,1.1197991246957806,-0.00608589636255412
0.11283757749840498,0.017904159289214183,0.0005599470031605949,1.1200360665603932,0.0017862630508555333
0.06632041094175417,0.08697527954598851,-0.0017484865845509036,1.1228687580196988,0.002328896213455461
-0.05851699985600424,-0.032303065708492805,-0.003986448590546221,1.1161474400915665,-0.0012051491554038035
-0.05851699985600424,-0.032303065708492805,-0.003986448590546221,1.1161474400915665,-0.0012051491554038035
-0.04907615106897827,0.059570760875807593,-0.0034733994484922657,1.1198415757840583,-0.0015648739839271798
-0.05119825227020579,0.01323993842553689,-0.005336506886560466,1.1175805892159298,0.00966540716185002
0.07875843074058221,0.035204959985583255,-0.0023161965703815887,1.1231689856869276,0.0016770493764582672
0.050781173932144597,-0.01976885704649329,-0.007098139510104947,1.1177230752401992,-0.007681583684437111
0.07008276649118006,0.09042593702589194,-0.010002723089947433,1.115668738190454,-0.0087187201359782
