O2 sampling_t_1,Tº gas entry_t_2,H2 sampling_t_2,H2 sampling_t_1
50.85760658236577,3.4830357750805163,4.028942864645716,0.8793552242225116
77.95534407512679,108.72743745879423,1.3425405495455145,-3.798947918710829
37.62868122856746,-17.2163657007918,2.385938781501019,2.5065152569049878
71.39656193515354,-69.5027459238662,1.849500879047079,6.226181356583868
74.19862066835967,-33.86202214177899,0.45824796099198106,2.892386714521334
80.62830022256074,-26.23234571181633,2.216757586915721,6.291072969491463
59.55091294774229,-74.35679307028357,2.7176037728789755,5.129661945703701
48.236961445364436,22.800514979241807,1.1379517051117443,-0.8594743495087249
8.381596311518958,-58.033937266787746,2.354576480553339,2.439934978283542
70.93046792786323,183.47883425904175,2.4540039188887035,-7.64164930487509
53.42814690801616,178.7210901200198,2.014873917867489,-6.618868196346459
106.27772916755626,-8.795243075446777,3.0491705313594184,4.227839345123201
86.3362461190599,-38.972720682535666,4.35748013339111,5.246824501484653
40.049031576072515,11.472577932583729,1.7464777999171766,0.711485455118599
49.76355916960941,4.323329699573175,1.6819394220218342,0.8070762274169361
46.85054790483768,10.935366651832659,1.4325200595543481,-1.6612182202238182
89.96556013628046,74.06708177055457,1.5405656344840073,1.3336954448661644
37.32626389227195,-24.684306437673154,2.597667324540136,2.6865308571669266
33.94346085543565,-59.15418933848746,1.5716220417634947,2.316140925434158
85.7085063431713,69.37356078389973,2.7275718262932194,-3.3044196228350677
43.92565338598452,-56.91822814580564,2.814195562956054,4.40062568087389
45.7020585559802,-107.33309611825143,1.6569571056747128,6.353863599556938
15.717014184611013,-100.85339305206904,1.0991914857004697,6.52263311955959
47.345407422431485,69.30921984691531,3.5964042935805955,-1.1265602694021704
36.05913624789783,71.61147234601655,3.520671413674148,-2.718508849076273
41.049376318166125,48.202136001859,2.6768114237765803,-1.7545951599683534
6.3683586327588815,2.284312380498399,0.8621438774967389,-2.497798976078293
116.16665617878017,56.344755307687464,3.2582932129296984,1.971415354426722
90.01925242624888,24.14385134132815,4.694495850114091,1.7900995350433142
72.2553554553147,-83.10713719387394,-0.8476379198476859,6.793024191679637
97.98270592680699,108.88196702322485,-0.6637350684800651,-3.323364882005095
108.53944292575575,120.24780417404398,0.18587563850271327,-3.0512105520901853
28.765428278612333,-95.33554188716744,0.6655973102309307,7.209522005789918
134.65963659879384,-75.02143895224425,1.9711320754723247,9.436651590227992
73.78521780303097,2.3798487480113515,1.0558648154809802,1.0968671320389718
64.70905200622171,-61.535094022031224,0.30272586872543134,5.419257065046907
87.83816190393892,-71.61289387257271,0.9492324096680638,8.284164438213637
94.9594974144418,-62.84892402723534,1.149952989700124,7.006940917597785
81.30990708832924,-72.12564432259667,3.0679449800566796,6.544326768024349
59.70514158087015,22.867528322870022,2.706564417357489,-0.07027351733428011
52.346876928547154,33.843962005187414,3.4135937642896277,0.5451702784343034
69.30238758002325,-7.261109379587875,3.6141771083987058,1.616533572596664
103.34955454235886,-23.918804544176034,2.6799471294038772,6.596558231906263
121.51271187396085,-119.25941057267943,2.0131543527304063,11.443574128603197
104.43446565254555,-62.081056316799234,2.2102118981378873,6.597967756245216
86.66821910548715,-77.00563523125473,1.8110278287556971,7.514902734400747
73.698089823638,107.7571451509274,2.50764408225372,-2.936071114297672
61.92961247064917,-27.779097230985684,1.5591911566797894,3.893947955494549
62.039772802303474,-37.0801497896184,1.5803919323313549,4.621008002389553
-11.381667940549665,37.01267394237563,2.2403755604800537,-3.206216603664095
53.74589052800425,89.46226532097596,0.061021306075907944,-2.2191526259623755
130.46114670755742,-48.06200502059592,3.8309962647528693,7.599312568138562
8.94459461640809,-81.31493997407648,0.44824823832982896,5.248979224324075
71.02981862099085,-36.998461168889136,2.6043846578825827,4.563286528330286
20.282092592080723,37.04636643098672,1.1338226828188018,-2.914475221255598
92.28283063246316,-37.870749209528476,2.847479956184748,5.649960743774346
45.119725054806615,98.77448911165493,1.290746861668306,-4.0032562681536685
44.73832467678973,-95.47638093927128,3.001424115820376,7.706302064529658
58.38202748699152,52.10155799666469,3.0019721333303546,0.09871362303177644
40.88651316142274,92.35593535624707,3.2021830688421056,-3.312334105260692
67.11672175119419,-173.76504368517917,0.9632676506826848,11.475268583152705
48.05854666232321,148.41702830005056,3.2002424246791508,-7.206463710205778
69.55401481358159,-109.60606367836674,1.2880959520896544,7.827112651012534
58.01765635994703,71.49020494790135,2.515947807603121,-3.560423810379379
78.371958427641,-54.114837536417426,1.617923028404191,5.786547271162369
114.6569467135957,33.29936784613798,1.5753767519350528,2.673725893593659
3.582515100590694,102.52170812865292,1.88492538763361,-6.569475987833143
5.284900353850594,106.62597953652484,1.534012708497545,-6.096632798125022
16.053061680819027,55.447382965557516,1.2058474451598409,-2.6975950859777473
101.01562157630887,137.02873159701352,2.98200810890156,-3.5800801710590506
24.36886189946067,-0.23319004909834007,0.43951959657436734,-0.83431638857967
80.4037496160934,77.83104814438379,4.082987706287692,-0.3230142753635161
122.25014809158354,96.97214055992875,2.759015486229788,0.3470538801656359
147.1588179095732,79.0662046547828,3.211036231127451,3.896920874352397
154.99664437173794,80.98375335100874,0.5868905621044888,3.937134774584847
150.06705354820463,61.46538953462752,0.4815859428584065,3.4564055676950196
148.30553921348744,49.265254148831595,0.5602936283501505,3.513852377786551
113.58707881708202,65.0927918032179,0.5490315468974752,2.088338652802574
75.3446054362318,-10.389263190006663,2.7640158013472806,3.288931532345683
87.745109832858,11.07379219720783,3.128497753469848,2.674208996517529
97.39440476700344,55.70120896420618,3.1133362604218924,0.22852552145159843
86.86294069244023,36.76240791260965,3.5902430681213486,1.8191122747816926
122.70679844532555,31.662245374646858,3.5423013209440457,3.0818254412328954
44.95711579799977,-76.34814690515594,0.6384038399171732,6.366645812885076
24.53834909076924,-86.31769200680183,0.3546496588277772,5.696642314466792
35.75419772259149,-86.35503380606174,0.2908251014964892,5.797824337775127
33.58645390215143,-84.27489390368903,-0.10344807263551414,5.3021123091536975
83.85615286076606,74.22665006814498,3.824254938293015,-1.4675520567743305
75.67688620379394,46.63335249174817,1.258573274690566,-0.08663527433693874
122.14967146725027,17.526305108890313,2.865825145983053,2.274640501520823
97.57260207682461,5.364789433915533,1.8891284483186799,4.555109047835218
100.96156692848439,52.80533149278077,0.49862359275005974,1.6736849594373084
