CO2 sampling_t_0,CO sampling_t_0,Displac. rel._t_0
-63.639868850468645,-205.32825830550726,-22083.771669211736
16.031496291932427,-33.80532740931676,10281.017911389814
15.473182414699266,419.15361670779646,-4748.790511993951
-42.539826103944975,383.1586526390059,12446.91609027501
-58.58937966888783,-240.02365491817054,-15765.475016062604
-53.75186799107424,267.8709325472877,30103.991452373342
-68.00978587070213,148.88166781662397,30671.688036401214
-49.800029908819056,300.97265853589215,-47851.53292562581
-16.557507358204177,-264.4788963907635,30968.092512618547
39.78804101189378,44.41646939176161,18889.40241434623
-101.3438526778582,91.72404659365995,-7924.537583302517
41.96797481464567,279.18042656352793,26770.63397099649
-50.69530769352491,-113.81485535704493,-37021.06663564879
-4.020258204473869,262.1925106143149,17282.586048424833
-49.926604040579704,288.0566786466796,-244.10166245749133
-87.22355746578329,-197.64900522031456,-14069.941593530719
-34.63828669166071,192.3562624283453,10691.9553753334
-32.93095914597251,-4.306701079633285,193.1580125122291
-32.93095914597251,-4.306701079633285,193.1580125122291
-3.8718930460796463,119.77252247923258,-1352.7749829928052
-33.61962537198197,-117.09275855426029,13777.974477287627
63.85436461402804,189.4172370153371,-10016.294985473283
139.00450191540028,255.81811073070182,-14914.084414895551
-120.8938369049753,-369.1204987074309,20910.659252304053
51.09355773287802,461.48293666816267,-13189.753068930157
-18.06816418728812,-94.11885000024188,25934.07236964888
25.752040149106023,106.69458359609732,-33055.81599058781
-7.250464432187989,-47.2739871552302,-32455.58833415213
5.830972830435698,-158.8903600126347,19485.761533221194
-38.49040262589011,-202.3442127054508,-9361.745203436414
30.857598704299548,-232.26656985213924,26254.701599072734
-4.837995400642008,-142.01977738151683,-14309.942648133536
-4.837995400642008,-142.01977738151683,-14309.942648133536
-10.116857769531514,-63.54695506372394,18921.919744841915
87.17104856126139,-172.9845912191227,26090.393881297674
35.79988033935464,-98.17829602441851,26810.6300467373
-87.53554580804123,330.3733299570678,-19032.800206205913
0.8809559470713282,216.81904281214503,32318.09245006663
-82.85632087317029,-588.4578536267916,-11000.93215395765
11.709536701090116,152.80054899170477,9352.47049689954
-44.74396389329943,-170.60771213888788,-20560.920602689803
146.83498256328554,300.0721085123173,19545.75429714343
135.13852105443337,96.89248325001941,-9295.308884425474
-66.16819877044894,181.68259845672026,-16052.330028891549
34.923383902748725,-173.23496310831808,-9092.172318293746
-16.758534885831494,-180.1202458541091,12147.810900030088
33.23805428703492,-40.683789247524146,21656.91647047588
-71.31411448062494,29.76808943380815,-6908.661588375697
-71.31411448062494,29.76808943380815,-6908.661588375697
-17.682040679292882,302.13609280232873,21121.592934560096
-60.92732726473888,-387.2707549699698,-5619.438829815495
-35.636557581339815,564.0305444638113,-1621.2182406326465
-21.933328023847103,-339.0505836332886,18436.887503373844
-103.31484830859429,31.528423496524056,6812.003465381869
-104.0541463469739,71.47724523069525,-4376.548962981733
30.14485413228998,-205.38151813537263,-20240.43309213558
-146.5159357823234,-89.79749294521741,10948.290752757222
-146.5159357823234,-89.79749294521741,10948.290752757222
94.63924289163599,347.5892598746573,-8942.186130618162
-125.05236001347431,47.02335280974444,9061.999121988172
-45.68200141344508,181.22506399093217,-9573.390635021848
-9.200782125589926,-278.4130557400516,28096.495982500408
-67.53918822104586,-303.380148332293,27145.324554133214
85.90647955587755,-336.0266139424418,13138.208051724747
21.436561434596072,-31.088766190387275,-2353.8883893802868
21.436561434596072,-31.088766190387275,-2353.8883893802868
-66.37120157547449,-9.089151564994225,12351.052029239812
-66.37120157547449,-9.089151564994225,12351.052029239812
17.295398309834297,-10.416415665015272,-26988.276841034207
-46.837634688748096,103.6510249882362,16116.04549463994
-46.837634688748096,103.6510249882362,16116.04549463994
31.816576012152353,-100.1173165574602,-890.781017558882
-3.5476102850993385,-39.01716011176205,9481.961011421228
-26.44936791297838,-207.56797316602427,-7127.0778151315835
-20.379611049326556,-8.713331875835735,3986.1207288168907
-20.379611049326556,-8.713331875835735,3986.1207288168907
-9.85378803489768,162.19413464385082,1448.2450396581116
94.10044889852232,-99.08814360075178,-9517.152599104702
-142.04146863890372,-248.2466076533803,13994.849695864243
-59.08270607428902,-186.56276263855045,8816.229094597315
-3.753589791213173,437.4882717891439,-9696.574738310865
11.032699240970297,-35.32279882551137,-4487.506751532317
-14.03788300745007,82.41453342701816,-580.6819170541494
-14.03788300745007,82.41453342701816,-580.6819170541494
-34.07347469963054,44.05123316607009,4039.1885368357375
-8.053232181827623,-113.11351148786633,-16071.954589730694
-50.43186731324033,-116.90899496311414,32758.62470910162
-63.27569147414276,369.4801710313126,14427.961216752854
-63.27569147414276,369.4801710313126,14427.961216752854
84.12599855343484,-205.7818932631773,-26746.474086156682
28.173635786823034,-254.23664738992866,-9129.583873239808
-46.48099083116216,478.4831918389468,1609.6496262741384
67.6228201950798,-40.70640679688739,20618.122347303794
