Vibr. motor coupled_t_4,Power_t_4,Measured speed_t_4,Vibr. fan coupled_t_5,Vibr. fan coupled_t_4
-2.142837256349134,-2494586.226318542,-351829.1954569016,-0.19195004643093463,-479.03756134902216
-2.142837256349134,-2494586.226318542,-351829.1954569016,-0.19195004643093463,-479.03756134902216
-2.1396741567606576,-2495657.643763193,-351696.9747979446,-0.19195813923079302,-479.1456735893564
-2.1396741567606576,-2495657.643763193,-351696.9747979446,-0.19195813923079302,-479.1456735893564
-2.1396741567606576,-2495657.643763193,-351696.9747979446,-0.19195813923079302,-479.1456735893564
-2.1396741567606576,-2495657.643763193,-351696.9747979446,-0.19195813923079302,-479.1456735893564
-2.140311586955577,-2495986.3966436503,-351883.10276870267,-0.19200899283907158,-479.247491985698
-2.1474986081555807,-2498083.893626547,-352193.6697250515,-0.19194123958772,-479.7028247999882
-2.146209765855292,-2497910.7893485506,-352208.5487541449,-0.1919247848926417,-479.71261442394734
-2.146209765855292,-2497910.7893485506,-352208.5487541449,-0.1919247848926417,-479.71261442394734
-2.1497706831403867,-2498914.3383110645,-352203.6460783558,-0.19195750841665993,-479.867834181042
-2.1508894131409138,-2499906.898808933,-352214.0859856677,-0.19201570342768373,-479.94343703352683
-2.1515218720108154,-2500380.743260619,-352413.5797052114,-0.19201681093715908,-480.05560453922067
-2.1436537449480957,-2500358.200040529,-352635.80985210027,-0.1919776138567385,-480.1781593786019
-2.144039504498126,-2500190.9776143325,-352475.5392584831,-0.19198512688720376,-480.1795631891002
-2.144039504498126,-2500190.9776143325,-352475.5392584831,-0.19198512688720376,-480.1795631891002
-2.144798002504936,-2499868.8740784666,-352653.6497403375,-0.1919516817370852,-479.9723998636544
-2.144798002504936,-2499868.8740784666,-352653.6497403375,-0.1919516817370852,-479.9723998636544
-2.1413144679768195,-2499066.4655803153,-352633.7599927862,-0.19189868605534025,-479.98515494947685
-2.1413144679768195,-2499066.4655803153,-352633.7599927862,-0.19189868605534025,-479.98515494947685
-2.1381814547233775,-2499248.285225349,-352479.6993262961,-0.19186616798939196,-479.9354886413195
-2.1381814547233775,-2499248.285225349,-352479.6993262961,-0.19186616798939196,-479.9354886413195
-2.1381814547233775,-2499248.285225349,-352479.6993262961,-0.19186616798939196,-479.9354886413195
-2.1355842092002604,-2499122.655760791,-352484.1050089786,-0.19189513465808472,-479.9727647934889
-2.131309137975824,-2499928.225853346,-352012.95653225115,-0.19189171179210568,-479.83161528397835
-2.131309137975824,-2499928.225853346,-352012.95653225115,-0.19189171179210568,-479.83161528397835
-2.1321283909605717,-2499888.1959834206,-352235.4436472603,-0.19191612057348786,-479.8609876676869
-2.1321283909605717,-2499888.1959834206,-352235.4436472603,-0.19191612057348786,-479.8609876676869
-2.1287438980306366,-2499885.2139229504,-352248.8441538943,-0.1919525726114937,-479.92327907404064
-2.1314849934487996,-2500804.6316679777,-351976.272139333,-0.1919740071061132,-479.96022685354734
-2.133737679171,-2501210.885205044,-351925.84497204365,-0.19196074976864683,-480.05895228306167
-2.133737679171,-2501210.885205044,-351925.84497204365,-0.19196074976864683,-480.05895228306167
-2.1265027643680616,-2502055.1741074054,-351764.9518212142,-0.19195877611791665,-480.1416380969877
-2.1265027643680616,-2502055.1741074054,-351764.9518212142,-0.19195877611791665,-480.1416380969877
-2.1233554541076964,-2502455.013085906,-351668.7696803279,-0.1919384105761837,-480.1692554371199
-2.1233554541076964,-2502455.013085906,-351668.7696803279,-0.1919384105761837,-480.1692554371199
-2.1233554541076964,-2502455.013085906,-351668.7696803279,-0.1919384105761837,-480.1692554371199
-2.1233554541076964,-2502455.013085906,-351668.7696803279,-0.1919384105761837,-480.1692554371199
-2.1233554541076964,-2502455.013085906,-351668.7696803279,-0.1919384105761837,-480.1692554371199
-2.124621066174609,-2502455.7856950527,-351611.19458687096,-0.19194396151451465,-480.1589034229371
-2.124621066174609,-2502455.7856950527,-351611.19458687096,-0.19194396151451465,-480.1589034229371
-2.1269826164606473,-2501923.0981431007,-351579.3601170797,-0.19191304173030796,-480.0851594500494
-2.1297979197741754,-2501340.3312308867,-351461.20577126456,-0.19192647218806114,-480.0435186746445
-2.1297979197741754,-2501340.3312308867,-351461.20577126456,-0.19192647218806114,-480.0435186746445
-2.1297955181759987,-2502142.722999568,-351337.6062932746,-0.19196200049448786,-480.1420023029834
-2.133029595945355,-2502659.6390052475,-351200.27482140897,-0.19198633047711308,-480.0357398971557
-2.1327888269862125,-2501621.295841667,-351052.1277316306,-0.1919692536706969,-479.98699745397687
-2.1318123785877794,-2501325.6170079904,-350305.728380206,-0.1920218652154985,-479.76771351103116
-2.1316463058656363,-2501323.1771881967,-350362.3807856361,-0.1920711724298837,-479.6004409798341
-2.1316463058656363,-2501323.1771881967,-350362.3807856361,-0.1920711724298837,-479.6004409798341
-2.1316463058656363,-2501323.1771881967,-350362.3807856361,-0.1920711724298837,-479.6004409798341
-2.1316463058656363,-2501323.1771881967,-350362.3807856361,-0.1920711724298837,-479.6004409798341
-2.1316463058656363,-2501323.1771881967,-350362.3807856361,-0.1920711724298837,-479.6004409798341
-2.132715920957966,-2501528.605306828,-350467.27837521676,-0.19206722614792565,-479.6743197133665
-2.132715920957966,-2501528.605306828,-350467.27837521676,-0.19206722614792565,-479.6743197133665
-2.132715920957966,-2501528.605306828,-350467.27837521676,-0.19206722614792565,-479.6743197133665
-2.132715920957966,-2501528.605306828,-350467.27837521676,-0.19206722614792565,-479.6743197133665
-2.1317747197327215,-2503066.817284698,-350839.55803242634,-0.1920026554929663,-479.98692165720905
-2.1296744355244552,-2502420.75802946,-350735.59516650543,-0.19198009238026453,-479.9300352532134
-2.1284062029578594,-2503123.541470491,-350785.4289137743,-0.19198948193854304,-480.0855075317493
-2.1284062029578594,-2503123.541470491,-350785.4289137743,-0.19198948193854304,-480.0855075317493
-2.1284062029578594,-2503123.541470491,-350785.4289137743,-0.19198948193854304,-480.0855075317493
-2.133805542097279,-2504116.103294181,-350060.07786017173,-0.19182111782986996,-480.05915589162146
-2.117650166241203,-2504449.4426367846,-349156.43793328264,-0.1917830815803674,-479.9068348474538
-2.117650166241203,-2504449.4426367846,-349156.43793328264,-0.1917830815803674,-479.9068348474538
-2.118358056405934,-2504711.8808068964,-349481.27774346713,-0.19175414547700545,-480.0156723329619
-2.119355374549366,-2506443.1257379316,-349062.9169163487,-0.19175489629925374,-480.1850837102448
