Vibr. motor coupled_t_3,Vibr. motor free (Rad)_t_3,Vibr. motor free (Ax)_t_3
0.3371526600714261,-0.7475243464816819,-25.9860892860169
2.905960383550003,-2.0146808528365177,-22.49104050815773
4.6255320239841256,-0.9627927646112016,-36.32159500966441
5.199201577550964,-0.3605512316711794,-30.49793854428768
-5.245374813861539,-0.038031889007674735,30.113298676761865
-3.249167223167915,2.7428540536554493,18.712399916948016
-1.548371426132658,-0.36729226270600535,14.515796209107668
-1.7310538361280432,-2.3356868516758036,41.47859313010544
5.30079540807589,-2.4492907534611756,-26.057535681148583
-1.0754245744366617,-4.086777519788247,-6.801913655944725
-0.2964328604143833,0.07803492184094019,25.313946609729207
3.423320456673949,-4.2410751202276185,9.846026625574744
-0.5630964748374845,1.6244672173995651,5.580849323515508
2.7124963160030506,3.7426231340262235,16.124946062682557
2.638085105101274,1.6554507129299054,17.527901255035374
-0.7980028257995078,3.803049759582896,4.775116882858001
1.1527515877510333,0.970358329812032,0.306406466860043
2.260946382652947,-1.080604206762708,-3.643400693439064
3.380073846064004,1.2897758021584416,-2.1835774654737508
0.37387389282787753,1.545515218852985,-8.915248903663926
2.2810147558240965,-1.7922096561017313,-8.759576264377186
3.9729404043557572,-4.015126946072083,-7.418297517248371
3.9729404043557572,-4.015126946072083,-7.418297517248371
-2.3153068947856807,3.5346841463400316,13.300494321195636
2.6888943640689433,-4.408183936411834,-15.733580121459465
6.00184625071375,0.928416453477638,-12.993390763009039
-1.8300801612109625,3.0203583548221444,2.0202692073120883
3.0630837185436315,0.44174542575605624,13.674257029034807
2.122119897885593,4.9119601920683245,22.528887041886655
-1.4567976716395619,0.49394903818223046,2.0429760592836796
6.667851416859316,0.7713284081226517,-3.053775089446482
-6.061337046425277,2.287827295443755,1.7020769849583424
6.365447029847797,1.0777039290003751,13.79168656946911
6.738124287388074,-1.2934191840564775,8.82201397144587
6.738124287388074,-1.2934191840564775,8.82201397144587
-4.059109431955284,-0.2508676373707912,-17.7860416415722
-4.217998855291469,-3.961713063011416,-12.124814763797483
-4.217998855291469,-3.961713063011416,-12.124814763797483
2.9435447883028734,3.270033304334639,12.561295982291668
-2.909654043954492,0.5975927216322856,7.528673067217
4.03378806864143,1.3649383094119734,-0.1301801062574448
4.03378806864143,1.3649383094119734,-0.1301801062574448
6.241229042335045,0.12517001511840498,4.9226063910323905
-0.3074483429982511,-0.7474103221422707,7.118744724531249
3.401593738374679,-0.47499133193178067,-1.1723966936768804
2.10431714312383,-4.19092158519714,-25.29823870536081
0.31133619689720593,5.461388283849062,-9.070574810440341
-0.44121583277037324,-0.45808648991677303,-11.489187168400445
-0.44121583277037324,-0.45808648991677303,-11.489187168400445
2.6504515878415793,0.6568897407635208,10.76212658125133
2.6504515878415793,0.6568897407635208,10.76212658125133
0.6164403471603577,-0.4066683776072211,-3.132306379848883
-5.9407231985699465,1.312880888719131,4.218266827453018
6.79274582536513,-3.2370880751984403,-12.110331410414162
-3.6696495201418777,6.440608437074713,23.680896038159435
2.0034656977772323,-3.6788027785200503,-6.756273710926402
2.2196666508951832,0.3617194168060003,-11.414404296552693
-2.3526511762214453,-0.040728488145978736,-6.453187143065428
5.195410244818499,-1.9411574624286436,7.913374181758019
0.19890897283577846,4.192820279788715,-7.603518130974036
3.6898349471534755,6.905390494102445,4.331357513298926
-1.3903903212876751,-4.741732667838993,-35.02945592541559
4.995680030851178,-5.960473612466766,-9.909716290194321
0.8663627997762169,7.578705795700338,10.371257143095068
7.883686171422636,-2.168914827166149,1.5157348040230385
-1.933139411418856,-4.8283871427182685,-2.2543230706716892
1.6178239620661512,2.779140793093527,-3.114079879492298
-1.193995862712848,0.7213916485609282,-12.71367367625843
9.604871528021047,-6.015648371695143,-20.682170290761032
7.191645639566685,-3.0753699844562004,-35.93646275745188
4.79929494082055,-0.9583565993274243,-26.795805125487057
0.8800610811861311,-3.52383884071922,-21.109739209950515
2.855358669548014,-4.210856967778669,-15.921430201237992
5.784379198753213,3.2218706111467985,1.5577627373159864
-6.442521147061203,1.3834330050530803,21.358881651996082
3.665503884886041,3.1535312025860964,4.130112665310772
1.6597724846780508,4.004843320579068,20.038790959055284
3.243859216125133,0.0566991123328866,-8.038465047456375
-4.42865270063049,4.009212220879056,29.052066565450385
2.9339009933288756,-1.7821102697323625,-14.69543092340135
6.675555733255093,-0.6652917603772803,-12.439799460763172
7.783663078857228,-1.1908206695654613,-3.6526703764372233
-6.087567771930665,-2.5613622796464686,-12.968633628980362
0.9053571539325116,1.181909015969154,16.375798435043894
0.9053571539325116,1.181909015969154,16.375798435043894
2.2331849000068353,3.384497737351598,0.3002923448960182
-0.07112294981302902,3.6164031589106953,2.890305206202079
0.9536668161960953,0.9632476394204232,17.84861829151264
4.598416760404095,1.5913833030483735,-12.18884848568445
2.7888165375723344,-2.872381207959626,-2.6190982617326055
0.7820106811374741,-0.01568780350757193,12.033396874557628
4.370456835224953,3.7380612699460016,-2.095043415928025
-2.8480419980460407,-3.4562297969907814,20.073828137564583
-2.6943065870251557,3.1963167567226844,-10.566054075349562
0.9523179231264531,6.485634576976751,-16.3521028522823
4.810213273257248,-0.7299282653076142,-8.988782129134194
5.438094825946069,-3.2125323625666447,-2.6637487518264376
2.3577452252244218,2.9979810575176464,-8.273965573116499
-0.9297843300221236,-4.755737585630908,1.1445312501135358
-0.48778903595452405,4.738334568716293,3.0002226367429916
5.710245037935961,0.8132686690817401,14.741834886787288
2.901417366831636,-0.685727003219637,18.75324016757447
3.083476686531981,1.045646569450356,9.09741383517015
0.4346590933458896,5.28783455464902,26.47426802991898
-2.993915412281569,-5.103093602350113,-20.35892960447063
-2.335731587894,-4.03108518855111,-17.23364244855447
1.267104823992216,0.8531822770005073,9.724025752074176
-3.0410791344574433,-0.944006640294234,-5.868520370860743
4.398038649371255,4.966315218317199,23.352366671080134
-1.899392739677669,-5.144824040367069,-21.690219012128615
-0.12831644031094247,-6.658920261514131,-11.514274057868763
2.0537545210690404,7.011945787131328,18.083604963160973
-2.0751286077754085,3.5351309774864923,30.198304060542068
-3.423234363073476,-1.5239694557787182,-11.660528641542218
0.7054140801627184,-1.696426097704522,4.154571298847163
6.531810105991391,1.7365646722775576,-12.944752868749331
10.183106395042742,0.28907314805354734,-15.878487956241024
5.806560614341968,1.5512576668000395,-18.187096424044892
-2.174246995541375,-9.629083114316492,-19.078284238774135
6.045655506373075,5.243935567576706,21.873119637216845
-1.3806189812239875,0.9125558598172638,1.0531683180681508
2.562594685273166,-0.9277636469300523,-0.4827669799057448
0.1395924804965274,-1.1533798720266302,8.66874018148156
1.0659967516518334,0.2343839406109196,14.359767628499295
0.8695714824982637,-0.24511053944073424,-9.943867477555749
1.701265702477147,0.25986013644457007,-8.998850115147636
1.3721976434237604,3.2226222910942637,21.587947637913977
5.107068500605815,-2.4254724731829196,-13.606296823727135
4.24287896577787,-0.2810953180207272,-1.8948321668561245
-1.9829603707805143,-0.23254814221767983,9.129201329339931
-2.6173964141645043,-3.7384298713452973,15.250846894528546
8.268055738204723,2.257481936812611,-27.515937120606655
0.5845282344099623,-0.8558173854186202,-26.596813911195152
1.4455804004850932,1.0074124766400399,7.091970298198529
1.5520545777127053,-4.7430099603760265,-26.204311831476296
-3.382745046453757,-1.4368251944989507,5.084608317501743
1.5553506225774854,4.780696788576234,14.839440700726657
2.039800176366735,-3.3861567033783535,-12.390235726774268
1.6847277900362139,0.5818704037761901,17.28755847488734
-0.29913032804092454,0.6535977017516639,-18.224718468200518
0.39332457759288375,-6.820746660742779,-13.44551562583022
-0.05009603062165957,5.736188268556467,10.797858148251532
-1.5628713670292966,1.9287708460383608,18.030240851710026
0.0914550585584899,2.434591934662058,6.0351690678419185
0.0914550585584899,2.434591934662058,6.0351690678419185
0.8298270286998962,-2.2140583223511925,-3.971774130342096
2.2581738417079045,-2.8412535488256174,-13.150127049579151
2.572778672430667,1.3829189222473024,2.5810812190049397
