Tº gas entry_t_1,Tº gas exit_t_2,Displac. rel._t_2,O2 sampling_t_1
81.5426521422577,29.16780601898016,13740.399420374257,-108.98756349195094
154.59767068018476,112.29119737310629,-7226.236075580932,67.87139157269583
26.693389146354907,127.64904676184653,-6478.600661418214,133.133172421123
26.693389146354907,127.64904676184653,-6478.600661418214,133.133172421123
37.6047824740502,120.0312187473146,-13946.66422295892,235.27394285586996
20.498955831902197,91.486560406107,26952.20538230849,-329.2676845418931
-19.7237086042473,56.97217223150126,27322.8578302214,-280.5784990816233
-64.3023106692868,94.85859641163084,7541.258241960312,-29.413085485117037
107.3623941552707,102.37858443942768,25720.631789253246,-313.5988793962389
5.352901526403436,114.80451151396069,32861.63685898737,-497.83707484066815
84.81889662573549,26.20836991431098,11171.371689673655,-134.56132905391667
-10.207408463250573,35.53727486835439,7509.885587026013,-69.39632595607571
-14.92367851469084,47.224196065937306,12049.61864531013,-116.38780943733138
-32.26101919878175,7.772338902449572,-11298.761474536028,250.44208665622813
-31.749282328593495,42.30584761552852,-4355.707946896404,141.71620903909604
-40.97047991316915,45.189835996208,-1158.9495743282673,135.32989455974064
71.20901297926261,102.29502851058616,4427.8968031924815,-49.70393947078952
79.01219618919436,77.77034034977484,11298.120520273142,-83.48199604778482
72.55542582198822,6.507397427680887,12122.62764069554,-138.5762185221281
-55.75418211694586,64.53485462101382,11839.31601410771,-107.52490437690551
78.4175239034434,78.01030827698914,-4935.263281200111,95.65955054890327
72.43632052772165,51.991816674366255,-7600.985282736433,146.46573328942227
24.980904830847436,137.82230083789855,-2215.8239230132276,61.12934378852357
84.61783692400928,129.25320235400545,-5379.377528170158,42.398356235266846
43.17416528229983,-15.542769921374255,-1816.8206644554289,100.02794816678832
39.231326919609465,52.15277341859927,31831.029194536124,-449.66834215588966
10.412259525510326,95.72849398337405,33414.3583611201,-459.42361817312513
48.024688912376625,16.91966433430852,28182.220385168566,-368.63565704245786
13.650088828929722,46.55070149032394,12713.326655706667,-128.91817305135166
27.955680554814194,118.18072599469552,14528.011625298654,-190.68767132060054
-7.974886957888479,130.05633650722626,14223.923396312694,-204.64418957857285
-77.11159345398482,46.86929104149106,8565.584362757265,-63.8064054657579
94.3667240183406,84.07476284989299,16679.560785557485,-252.13147140700374
-40.47612851666461,70.42019801615238,-18548.393566678566,335.3436362870827
48.47221787596523,124.5129217958287,-11617.076427951182,237.7886372676478
-95.96254948386449,96.51681959823424,21012.77532424523,-161.48721579395772
31.294372761743805,59.268890628878765,-13050.766599227574,276.91567741365054
38.18585457826962,45.045882854504654,-12565.115076321199,271.65607224046494
-36.51827348872294,95.79986646280416,12817.214730831382,-128.66347932899964
-85.17397600032191,58.891004107074274,-3112.0115126084575,186.541521730361
12.215419326231089,72.21794424562255,-8339.670356209921,200.33668612203306
-6.746084844589706,14.347896266080358,-15552.727233763097,350.0944489865007
87.20536796176069,102.76772036320016,18714.302091693513,-257.42679331783745
86.98537745679644,101.25922650783005,17558.042414206695,-259.1085638388762
74.22716135133825,113.19643104236525,15593.549445234876,-233.48577840605637
35.186284573174234,85.02363390013016,12940.18741794485,-230.8341474337507
49.70517795643017,41.701492165358495,3688.498092104829,-12.671213181174405
17.90478347737458,49.81853915907998,16008.632390744304,-191.69389807803384
65.07956097208245,30.44882316892698,-3601.3100566588923,75.96749037626509
12.092990453687358,-8.911594853537128,15601.937002537637,-142.76867219069985
2.9106473967551576,20.02945643374032,13663.752277348382,-108.40917448218208
9.409404410851652,93.96236730039993,-27398.832456323515,462.6901821976222
10.802500212824867,4.779030356017396,2464.7400732118854,67.5841626930447
-69.82094999925505,121.30907773414498,-6368.422844863961,177.88725073031327
-33.31739392000243,93.55685065183896,-7620.091525985557,190.24749895678366
-14.512643750935402,79.51577079952965,-16970.28286377602,333.30284031183993
9.550094045057907,80.81935768709548,-22044.246158473987,385.5973142371941
43.20442468531246,74.58472733761631,-25477.08182826973,425.64088128764064
-127.87882750031044,58.89630806414214,6873.466404067044,40.214857498191435
-75.15118978686222,60.55303453737534,13595.764426320742,-80.37264621672745
