Current_t_0,Power_t_0
-16529.279056029198,-235320.66855644528
-16529.279056029198,-235320.66855644528
8416.067589504099,605792.4330959911
-14629.449991428857,-455524.855877561
-16739.817090099557,-218315.49492255633
-24495.36212537987,-301430.94734897505
5865.8575111733735,134594.70541077107
-29137.3126860974,-2294402.362595038
30844.45799868892,2519002.2791991457
30844.45799868892,2519002.2791991457
30844.45799868892,2519002.2791991457
68372.11394009966,2376505.075150693
62475.57185801435,236816.34225741075
-3794.3883557808003,-75805.088584641
-15243.281401168942,-418810.17015943094
19630.604092080503,-91210.57493625581
-1887.9309159410623,-524790.3476736667
-12022.052218148207,46908.036962333485
6908.451364914772,1016931.1443539998
400.46190532740366,-902198.8397174352
17039.372670213077,-2207128.7763284035
413.0857628350059,-2456738.3932399685
-36541.26720491098,1416418.0025981641
-14824.40951738679,-2875877.233107425
-38093.77464174462,-1138277.9453424371
3710.5755993727144,-1852435.1632188382
-9980.729260094091,1332540.0836674392
-44920.95302960808,1373996.3893530336
9634.61064797113,-1904036.513020558
-2016.2259429521328,-1102856.160183372
-2016.2259429521328,-1102856.160183372
29593.316242568693,-948390.2815628528
-25180.358404739225,565342.532649325
-26375.00426345343,899747.4181849859
3852.078584907589,2447598.672181265
46268.23383177901,-1081385.8269312992
43787.267245927476,31813.516215305077
62320.63022042044,604262.166369184
53768.6384235963,1449958.1867061262
-14121.42217405681,271744.00808151835
-7490.0349206995015,-676797.3263056763
18589.623419340664,1540721.344450088
-12612.416527841851,1628757.0009346532
55492.624593628614,1219358.7491877684
70194.47010393439,273270.6858257111
55449.85213952576,1737949.242373831
-38928.128245519714,2583305.0014655357
33035.53411603628,824572.9817440254
22230.86496653177,749106.4326043475
-27228.056002034682,-2085293.08826812
407.66869240356755,1480575.50514544
-21319.386974761906,-1579719.692595649
-21319.386974761906,-1579719.692595649
29823.245717222337,1515737.1947086933
-53667.52130266579,1756664.614199832
-30701.25627422061,-1216618.3660285491
-15604.714893137849,-3940916.7177390195
38437.205678613835,3466339.9055812242
29671.339515622603,1081874.395215583
-46448.951731503934,667153.0369241276
19561.450163635534,389463.43853976706
-15022.428839195216,-942717.4319963702
34279.91375906103,847605.9309534342
-14341.96519810702,-289997.95230604184
-25882.201062993947,76407.93714217778
30588.598678987186,-1635718.3366005921
18309.181916411453,-2924825.669048585
-6541.807593741309,500216.2711975784
-2767.512345113969,1833709.2876768399
43682.27244969752,160191.16444551595
-33671.4908486552,-622378.1467575673
-33671.4908486552,-622378.1467575673
12130.0488804282,-823119.6587217795
-11208.138835122736,-119663.59961869521
-4090.933973352916,244258.82060507825
198.55123953046314,8425.796685143374
-6486.614639574476,567778.3833743351
-40275.07942237808,245533.57340669126
32919.749421818255,-351530.58356444654
-18850.64588667475,495834.84098036296
45703.65661848554,544881.1866290255
-27780.75398301496,396091.2614537752
32469.271871462955,-76865.40947504004
10012.208721486018,-396317.14892779064
-30246.361484466048,213846.21580972872
35910.4107869947,-724357.2015728117
12616.107611847372,1818272.3052343167
9424.281723445807,729156.2402043885
15317.880514357841,792764.6016150017
-21334.01805084778,-1649215.2696312892
34668.497948831966,1815840.7356643302
13758.923563166994,2276691.058173011
-46532.00924442416,1431656.1483723652
26499.568618691843,788430.3912493219
-31869.438415682467,-590464.219345894
-3436.7459934823964,-782865.5488627558
5917.279499256498,-1591577.240545075
-2238.284918388248,-424644.78176282253
-2238.284918388248,-424644.78176282253
19366.46100949232,1981367.1953162514
19303.718114101142,-1068686.7448036615
-1756.067372344718,-36983.2841507924
-3870.250997513443,823569.6543938243
-17055.876529670055,1801144.7165170326
5327.527083072284,689956.6493882707
-22031.93387663838,84778.94250110313
20873.128370258757,-404062.52660867
8718.636253273624,544802.9406464418
-28482.13515789953,-772467.95491513
42855.37647910563,508473.11725577805
36520.13716885598,128192.05237261282
-2751.0752520109454,-174364.86213219713
-29989.19825375443,2381308.606518276
-34730.089623816064,2826028.513631488
-6740.112593108504,-146486.10728827678
-13252.95165180232,-946374.0938898171
-13252.95165180232,-946374.0938898171
-12103.67699022989,3573.188553460175
-2733.1535423175374,-469909.06716535694
7785.630430186838,735460.2245770071
7785.630430186838,735460.2245770071
21787.28357857074,2348284.312728512
2850.5765436675683,-2074083.2912001964
-35586.881677497826,813320.1674435628
23691.869726257304,503077.05257813656
23691.869726257304,503077.05257813656
-18439.772699840694,240450.21384540107
-18439.772699840694,240450.21384540107
-18439.772699840694,240450.21384540107
-2952.059154405253,249053.1355440766
-10646.909214136882,-302011.28237931686
13093.563799821317,-262130.1031322762
13093.563799821317,-262130.1031322762
8755.895648333015,-1267059.4329568883
10097.728017994617,1166601.118944594
28561.88780005621,-262058.91911174194
55782.497546122606,306185.45265185763
30904.43591480342,411564.1240061493
8391.029987064361,519874.2161978433
4780.04519713285,265801.36921334127
-2725.17292847153,-1094869.5481432113
35041.371168186655,556763.8137654793
-36573.816122320946,716848.1145794943
22175.248263363424,-1553044.8442749977
12153.221518015982,2727027.7370693255
745.7348127831265,1235202.2016113177
20574.56493582063,-835328.833137824
31460.678403289945,-1358826.7457629861
14752.05560140905,-3429189.661181085
-20281.471068572155,-525706.9196776072
-20281.471068572155,-525706.9196776072
37741.081454841406,340109.0056018799
-19071.532423206216,506550.95841051755
-447.9937915388218,-889675.8489461537
-15463.553968161868,-2240076.137915411
45180.446797061726,-1008955.9060031809
-27063.53360164658,-656934.060328031
-32614.010303512514,-1252840.3478765246
-32614.010303512514,-1252840.3478765246
